video_id,frame_number,label,frame_id,file_path
10.mp4,5,Forward,10.mp4_forward_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/10.mp4_forward_5.jpg
11.mp4,1,Left,11.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/11.mp4_left_1.jpg
11.mp4,2,Left,11.mp4_left_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/11.mp4_left_2.jpg
11.mp4,3,Left,11.mp4_left_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/11.mp4_left_3.jpg
11.mp4,4,Left,11.mp4_left_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/11.mp4_left_4.jpg
11.mp4,5,Left,11.mp4_left_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/11.mp4_left_5.jpg
12.mp4,1,Forward,12.mp4_forward_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/12.mp4_forward_1.jpg
12.mp4,2,Right,12.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/12.mp4_right_2.jpg
12.mp4,3,Forward,12.mp4_forward_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/12.mp4_forward_3.jpg
12.mp4,4,Right,12.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/12.mp4_right_4.jpg
12.mp4,5,Right,12.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/12.mp4_right_5.jpg
13.mp4,1,Forward,13.mp4_forward_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/13.mp4_forward_1.jpg
13.mp4,2,Right,13.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/13.mp4_right_2.jpg
13.mp4,3,Right,13.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/13.mp4_right_3.jpg
13.mp4,4,Right,13.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/13.mp4_right_4.jpg
13.mp4,5,Left,13.mp4_left_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/13.mp4_left_5.jpg
15.mp4,1,Right,15.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/15.mp4_right_1.jpg
15.mp4,2,Right,15.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/15.mp4_right_2.jpg
15.mp4,3,Right,15.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/15.mp4_right_3.jpg
15.mp4,4,Right,15.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/15.mp4_right_4.jpg
15.mp4,5,Right,15.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/15.mp4_right_5.jpg
17.mp4,1,Right,17.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/17.mp4_right_1.jpg
17.mp4,2,Right,17.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/17.mp4_right_2.jpg
17.mp4,3,Right,17.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/17.mp4_right_3.jpg
17.mp4,4,Right,17.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/17.mp4_right_4.jpg
17.mp4,5,Right,17.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/17.mp4_right_5.jpg
18.mp4,1,Left,18.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/18.mp4_left_1.jpg
18.mp4,2,Left,18.mp4_left_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/18.mp4_left_2.jpg
18.mp4,3,Forward,18.mp4_forward_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/18.mp4_forward_3.jpg
18.mp4,4,Forward,18.mp4_forward_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/18.mp4_forward_4.jpg
18.mp4,5,Forward,18.mp4_forward_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/18.mp4_forward_5.jpg
20.mp4,1,Right,20.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/20.mp4_right_1.jpg
20.mp4,2,Right,20.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/20.mp4_right_2.jpg
20.mp4,3,Right,20.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/20.mp4_right_3.jpg
20.mp4,4,Right,20.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/20.mp4_right_4.jpg
20.mp4,5,Right,20.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/20.mp4_right_5.jpg
22.mp4,1,Right,22.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/22.mp4_right_1.jpg
22.mp4,2,Right,22.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/22.mp4_right_2.jpg
22.mp4,3,Right,22.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/22.mp4_right_3.jpg
22.mp4,4,Right,22.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/22.mp4_right_4.jpg
22.mp4,5,Right,22.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/22.mp4_right_5.jpg
23.mp4,1,Right,23.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/23.mp4_right_1.jpg
23.mp4,2,Right,23.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/23.mp4_right_2.jpg
23.mp4,3,Right,23.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/23.mp4_right_3.jpg
23.mp4,4,Right,23.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/23.mp4_right_4.jpg
23.mp4,5,Right,23.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/23.mp4_right_5.jpg
27.mp4,1,Right,27.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/27.mp4_right_1.jpg
27.mp4,2,Right,27.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/27.mp4_right_2.jpg
27.mp4,3,Right,27.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/27.mp4_right_3.jpg
27.mp4,4,Right,27.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/27.mp4_right_4.jpg
27.mp4,5,Right,27.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/27.mp4_right_5.jpg
28.mp4,1,Right,28.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/28.mp4_right_1.jpg
28.mp4,2,Right,28.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/28.mp4_right_2.jpg
28.mp4,3,Right,28.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/28.mp4_right_3.jpg
28.mp4,4,Right,28.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/28.mp4_right_4.jpg
28.mp4,5,Right,28.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/28.mp4_right_5.jpg
29.mp4,1,Stop,29.mp4_stop_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/29.mp4_stop_1.jpg
29.mp4,2,Stop,29.mp4_stop_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/29.mp4_stop_2.jpg
29.mp4,3,Stop,29.mp4_stop_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/29.mp4_stop_3.jpg
29.mp4,4,Stop,29.mp4_stop_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/29.mp4_stop_4.jpg
29.mp4,5,Stop,29.mp4_stop_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/29.mp4_stop_5.jpg
30.mp4,1,Stop,30.mp4_stop_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/30.mp4_stop_1.jpg
30.mp4,2,Stop,30.mp4_stop_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/30.mp4_stop_2.jpg
30.mp4,3,Stop,30.mp4_stop_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/30.mp4_stop_3.jpg
30.mp4,4,Stop,30.mp4_stop_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/30.mp4_stop_4.jpg
30.mp4,5,Stop,30.mp4_stop_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/30.mp4_stop_5.jpg
31.mp4,1,Left,31.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/31.mp4_left_1.jpg
31.mp4,2,Forward,31.mp4_forward_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/31.mp4_forward_2.jpg
31.mp4,3,Left,31.mp4_left_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/31.mp4_left_3.jpg
31.mp4,4,Left,31.mp4_left_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/31.mp4_left_4.jpg
31.mp4,5,Left,31.mp4_left_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/31.mp4_left_5.jpg
32.mp4,1,Forward,32.mp4_forward_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/32.mp4_forward_1.jpg
32.mp4,2,Forward,32.mp4_forward_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/32.mp4_forward_2.jpg
32.mp4,3,Forward,32.mp4_forward_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/32.mp4_forward_3.jpg
32.mp4,4,Forward,32.mp4_forward_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/32.mp4_forward_4.jpg
32.mp4,5,Forward,32.mp4_forward_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/32.mp4_forward_5.jpg
34.mp4,1,Right,34.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/34.mp4_right_1.jpg
34.mp4,2,Stop,34.mp4_stop_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/34.mp4_stop_2.jpg
34.mp4,3,Stop,34.mp4_stop_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/34.mp4_stop_3.jpg
34.mp4,4,Stop,34.mp4_stop_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/34.mp4_stop_4.jpg
34.mp4,5,Stop,34.mp4_stop_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/34.mp4_stop_5.jpg
35.mp4,1,Right,35.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/35.mp4_right_1.jpg
35.mp4,2,Right,35.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/35.mp4_right_2.jpg
35.mp4,3,Forward,35.mp4_forward_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/35.mp4_forward_3.jpg
35.mp4,4,Right,35.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/35.mp4_right_4.jpg
35.mp4,5,Right,35.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/35.mp4_right_5.jpg
38.mp4,1,Right,38.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/38.mp4_right_1.jpg
38.mp4,2,Right,38.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/38.mp4_right_2.jpg
38.mp4,3,Right,38.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/38.mp4_right_3.jpg
38.mp4,4,Right,38.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/38.mp4_right_4.jpg
38.mp4,5,Right,38.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/38.mp4_right_5.jpg
40.mp4,1,Left,40.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/40.mp4_left_1.jpg
40.mp4,2,Left,40.mp4_left_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/40.mp4_left_2.jpg
40.mp4,3,Left,40.mp4_left_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/40.mp4_left_3.jpg
40.mp4,4,Forward,40.mp4_forward_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/40.mp4_forward_4.jpg
40.mp4,5,Left,40.mp4_left_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/40.mp4_left_5.jpg
44.mp4,1,Forward,44.mp4_forward_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/44.mp4_forward_1.jpg
44.mp4,2,Forward,44.mp4_forward_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/44.mp4_forward_2.jpg
44.mp4,3,Forward,44.mp4_forward_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/44.mp4_forward_3.jpg
44.mp4,4,Right,44.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/44.mp4_right_4.jpg
44.mp4,5,Forward,44.mp4_forward_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/44.mp4_forward_5.jpg
45.mp4,1,Right,45.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/45.mp4_right_1.jpg
45.mp4,2,Right,45.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/45.mp4_right_2.jpg
45.mp4,3,Right,45.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/45.mp4_right_3.jpg
45.mp4,4,Right,45.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/45.mp4_right_4.jpg
45.mp4,5,Right,45.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/45.mp4_right_5.jpg
47.mp4,1,Left,47.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/47.mp4_left_1.jpg
47.mp4,2,Left,47.mp4_left_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/47.mp4_left_2.jpg
47.mp4,3,Left,47.mp4_left_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/47.mp4_left_3.jpg
47.mp4,4,Left,47.mp4_left_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/47.mp4_left_4.jpg
47.mp4,5,Forward,47.mp4_forward_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/47.mp4_forward_5.jpg
51.mp4,1,Left,51.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/51.mp4_left_1.jpg
51.mp4,2,Left,51.mp4_left_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/51.mp4_left_2.jpg
51.mp4,3,Left,51.mp4_left_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/51.mp4_left_3.jpg
51.mp4,4,Left,51.mp4_left_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/51.mp4_left_4.jpg
51.mp4,5,Left,51.mp4_left_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/51.mp4_left_5.jpg
52.mp4,1,Right,52.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/52.mp4_right_1.jpg
52.mp4,2,Forward,52.mp4_forward_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/52.mp4_forward_2.jpg
52.mp4,3,Right,52.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/52.mp4_right_3.jpg
52.mp4,4,Right,52.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/52.mp4_right_4.jpg
52.mp4,5,Right,52.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/52.mp4_right_5.jpg
54.mp4,1,Left,54.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/54.mp4_left_1.jpg
54.mp4,2,Left,54.mp4_left_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/54.mp4_left_2.jpg
54.mp4,3,Left,54.mp4_left_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/54.mp4_left_3.jpg
54.mp4,4,Forward,54.mp4_forward_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/54.mp4_forward_4.jpg
54.mp4,5,Forward,54.mp4_forward_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/54.mp4_forward_5.jpg
56.mp4,1,Left,56.mp4_left_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/56.mp4_left_1.jpg
56.mp4,2,Left,56.mp4_left_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/56.mp4_left_2.jpg
56.mp4,3,Forward,56.mp4_forward_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/56.mp4_forward_3.jpg
56.mp4,4,Left,56.mp4_left_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Left/56.mp4_left_4.jpg
56.mp4,5,Stop,56.mp4_stop_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Stop/56.mp4_stop_5.jpg
59.mp4,1,Forward,59.mp4_forward_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Forward/59.mp4_forward_1.jpg
59.mp4,2,Right,59.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/59.mp4_right_2.jpg
59.mp4,3,Right,59.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/59.mp4_right_3.jpg
59.mp4,4,Right,59.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/59.mp4_right_4.jpg
59.mp4,5,Right,59.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/59.mp4_right_5.jpg
60.mp4,1,Right,60.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/60.mp4_right_1.jpg
60.mp4,2,Right,60.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/60.mp4_right_2.jpg
60.mp4,3,Right,60.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/60.mp4_right_3.jpg
60.mp4,4,Right,60.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/60.mp4_right_4.jpg
60.mp4,5,Right,60.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/60.mp4_right_5.jpg
61.mp4,1,Right,61.mp4_right_1.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/61.mp4_right_1.jpg
61.mp4,2,Right,61.mp4_right_2.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/61.mp4_right_2.jpg
61.mp4,3,Right,61.mp4_right_3.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/61.mp4_right_3.jpg
61.mp4,4,Right,61.mp4_right_4.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/61.mp4_right_4.jpg
61.mp4,5,Right,61.mp4_right_5.jpg,/content/drive/MyDrive/Colab Notebooks/RL-AutoNav/training_frame_metadata/Right/61.mp4_right_5.jpg
